rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
634,833,540,0.00029271841049194336,0.045166015625,0.78125,0.06982421875,0.808837890625
635,730,539,9.885430335998535e-05,0.01220703125,0.224365234375,0.033447265625,0.239501953125
636,299,537,0.0001112520694732666,0.015380859375,0.51171875,0.030517578125,0.52880859375
637,676,528,0.00011107325553894043,0.66943359375,0.00439453125,0.678466796875,0.02099609375
638,1072,526,0.00015556812286376953,0.1708984375,0.973876953125,0.1962890625,0.99462890625
639,507,515,6.16610050201416e-05,0.00341796875,0.32275390625,0.011962890625,0.33544921875
640,528,514,5.1915645599365234e-05,0.00830078125,0.524169921875,0.023193359375,0.53271484375
641,126,513,0.0001747608184814453,0.00927734375,0.300537109375,0.025390625,0.322998046875
642,345,513,8.001923561096191e-05,0.05126953125,0.018798828125,0.07080078125,0.030029296875
643,379,513,0.00010773539543151855,0.022705078125,0.340087890625,0.04150390625,0.365966796875
644,0,511,6.577372550964355e-05,0.32861328125,0.00439453125,0.336669921875,0.01806640625
645,304,511,0.00010061264038085938,0.780517578125,0.00244140625,0.793212890625,0.013671875
646,211,508,0.0002951622009277344,0.0712890625,0.28515625,0.092529296875,0.31494140625
647,875,508,6.121397018432617e-05,0.404296875,0.951171875,0.408447265625,0.9775390625
648,765,505,2.7447938919067383e-05,0.989990234375,0.58740234375,0.993896484375,0.5966796875
649,145,504,8.603930473327637e-05,0.98388671875,0.506591796875,0.99072265625,0.52490234375
650,953,503,3.129243850708008e-05,0.987060546875,0.66748046875,0.99072265625,0.679443359375
651,1042,501,6.327033042907715e-05,0.989013671875,0.95849609375,0.995849609375,0.975341796875
652,186,499,0.00022023916244506836,0.0205078125,0.555908203125,0.04345703125,0.576416015625
653,962,497,0.00019940733909606934,0.00439453125,0.89013671875,0.01904296875,0.907470703125
654,781,496,7.894635200500488e-05,0.984130859375,0.465087890625,0.991455078125,0.483154296875
655,479,494,4.807114601135254e-05,0.990234375,0.979736328125,0.99560546875,0.994873046875
656,288,493,0.00011900067329406738,0.0166015625,0.013427734375,0.035400390625,0.024169921875
657,305,492,0.0001379251480102539,0.775390625,0.034912109375,0.79833984375,0.051513671875
658,127,488,0.0001285076141357422,0.404296875,0.015380859375,0.4228515625,0.034423828125
659,840,485,7.861852645874023e-05,0.98583984375,0.683837890625,0.9970703125,0.69677734375
660,104,484,0.0001690387725830078,0.012451171875,0.39892578125,0.025146484375,0.420166015625
661,629,476,4.521012306213379e-05,0.798095703125,0.00537109375,0.809326171875,0.010986328125
662,719,476,7.039308547973633e-05,0.37646484375,0.015625,0.385498046875,0.03515625
663,321,475,9.742379188537598e-05,0.045166015625,0.818115234375,0.053466796875,0.84326171875
664,729,473,6.794929504394531e-05,0.98583984375,0.569091796875,0.996826171875,0.58251953125
665,607,469,7.721781730651855e-05,0.986328125,0.366455078125,0.99658203125,0.37939453125
666,905,466,0.0007354617118835449,0.30224609375,0.26904296875,0.329345703125,0.3310546875
667,295,465,0.00013947486877441406,0.148681640625,0.03076171875,0.160400390625,0.052734375
668,815,464,4.902482032775879e-05,0.002197265625,0.13134765625,0.010986328125,0.143310546875
669,439,458,0.00030177831649780273,0.0166015625,0.189208984375,0.039306640625,0.211669921875
670,783,458,8.07642936706543e-05,0.004638671875,0.009521484375,0.013671875,0.02392578125
671,238,456,7.832050323486328e-05,0.02880859375,0.916748046875,0.03515625,0.94091796875
672,326,456,3.266334533691406e-05,0.404052734375,0.985107421875,0.40771484375,0.99755859375
673,418,454,6.327033042907715e-05,0.12744140625,0.983642578125,0.135009765625,0.998046875
674,1049,454,0.00010418891906738281,0.730712890625,0.984130859375,0.745361328125,0.99658203125
675,17,453,5.048513412475586e-05,0.00439453125,0.02978515625,0.0087890625,0.046630859375
676,663,453,6.16312026977539e-05,0.003173828125,0.270751953125,0.01220703125,0.282470703125
677,1050,452,0.00011298060417175293,0.04833984375,0.568603515625,0.056640625,0.593994140625
678,994,450,2.0682811737060547e-05,0.987060546875,0.123046875,0.996826171875,0.127197265625
679,648,445,5.6415796279907227e-05,0.98779296875,0.65234375,0.998046875,0.6630859375
680,766,445,6.827712059020996e-05,0.985107421875,0.928955078125,0.993408203125,0.94287109375
681,65,444,4.0978193283081055e-05,0.9892578125,0.773681640625,0.99462890625,0.783935546875
682,519,441,0.0001010894775390625,0.218017578125,0.0234375,0.23779296875,0.03662109375
683,77,439,2.98917293548584e-05,0.286865234375,0.021484375,0.308349609375,0.024169921875
684,276,439,9.012222290039062e-05,0.624755859375,0.02685546875,0.64404296875,0.039306640625
685,621,439,0.00013568997383117676,0.024658203125,0.9453125,0.035400390625,0.96923828125
686,92,438,0.00013631582260131836,0.0146484375,0.117919921875,0.029052734375,0.139404296875
687,257,432,0.00012305378913879395,0.0185546875,0.641357421875,0.04150390625,0.65478515625
688,565,430,5.447864532470703e-05,0.98291015625,0.549560546875,0.994873046875,0.562255859375
689,698,428,7.402896881103516e-05,0.007568359375,0.14892578125,0.02490234375,0.15625
690,566,426,0.0001169443130493164,0.00439453125,0.76513671875,0.01708984375,0.781005859375
691,1098,425,3.489851951599121e-05,0.9765625,0.13037109375,0.994873046875,0.135009765625
692,733,421,4.056096076965332e-05,0.00537109375,0.845703125,0.010009765625,0.8564453125
693,862,418,5.564093589782715e-05,0.25634765625,0.00732421875,0.266357421875,0.021240234375
694,943,418,0.00015977025032043457,0.819091796875,0.9453125,0.829833984375,0.972412109375
695,94,415,5.8531761169433594e-05,0.56689453125,0.00244140625,0.58056640625,0.012939453125
696,577,409,0.0002764761447906494,0.069580078125,0.2138671875,0.0869140625,0.2451171875
697,809,405,0.0001169443130493164,0.1669921875,0.017333984375,0.18603515625,0.030517578125
698,191,404,3.3795833587646484e-05,0.98779296875,0.81591796875,0.992919921875,0.8271484375
699,232,402,4.3511390686035156e-05,0.001220703125,0.107177734375,0.01318359375,0.113525390625
700,1081,402,0.00010144710540771484,0.00927734375,0.69091796875,0.022216796875,0.706787109375
701,344,401,0.0001888573169708252,0.44384765625,0.955322265625,0.470703125,0.981689453125
702,613,400,0.0001049339771270752,0.716552734375,0.018310546875,0.7373046875,0.0283203125
703,791,392,0.00012105703353881836,0.8720703125,0.017578125,0.89111328125,0.029052734375
704,430,389,3.853440284729004e-05,0.98486328125,0.447509765625,0.98974609375,0.4609375
705,986,389,4.9948692321777344e-05,0.359375,0.00634765625,0.37109375,0.01904296875
706,624,387,0.00013637542724609375,0.6943359375,0.025634765625,0.714599609375,0.041259765625
707,959,379,6.958842277526855e-05,0.9697265625,0.227294921875,0.98974609375,0.247802734375
708,391,376,3.516674041748047e-05,0.748779296875,0.001953125,0.7548828125,0.01416015625
709,52,374,9.399652481079102e-05,0.004638671875,0.556640625,0.016845703125,0.5703125
710,797,370,6.22868537902832e-05,0.757080078125,0.004150390625,0.77490234375,0.01513671875
711,289,369,6.404519081115723e-05,0.97509765625,0.9443359375,0.992431640625,0.9560546875
712,761,369,9.909272193908691e-05,0.5078125,0.974609375,0.52783203125,0.991943359375
713,867,367,5.811452865600586e-05,0.002197265625,0.711181640625,0.015869140625,0.72021484375
714,793,366,6.195902824401855e-05,0.6064453125,0.002197265625,0.614501953125,0.01513671875
715,423,365,6.699562072753906e-05,0.866943359375,0.004150390625,0.8779296875,0.01611328125
716,333,360,0.0001023709774017334,0.009521484375,0.0908203125,0.02392578125,0.110595703125
717,399,359,9.170174598693848e-05,0.857666015625,0.01025390625,0.86669921875,0.0283203125
718,870,359,7.227063179016113e-05,0.208984375,0.0107421875,0.23046875,0.02685546875
719,918,359,6.502866744995117e-05,0.54541015625,0.01025390625,0.560302734375,0.01708984375
720,494,352,5.5909156799316406e-05,0.469970703125,0.98583984375,0.482177734375,0.994873046875
721,906,348,5.701184272766113e-05,0.26953125,0.001220703125,0.27978515625,0.011962890625
722,255,344,9.85562801361084e-05,0.039794921875,0.013427734375,0.058837890625,0.025146484375
723,136,342,6.80387020111084e-05,0.006103515625,0.381591796875,0.021240234375,0.392578125
724,880,342,5.170702934265137e-05,0.363525390625,0.991943359375,0.373046875,1.0
725,827,340,0.00010979175567626953,0.449951171875,0.011474609375,0.460693359375,0.028076171875
726,1056,340,0.0001379847526550293,0.029541015625,0.410400390625,0.03955078125,0.432861328125
727,102,339,2.327561378479004e-05,0.04931640625,0.001220703125,0.060546875,0.0048828125
